location,system_kw,annual_load_kwh,profile,salvage_value_gbp,tariffA_import,tariffC_export,annual_pv_kwh,annual_self_consumed_kwh,annual_exported_kwh,annual_savings_gbp,payback_year,npv,roi,tariff_mode
warwick_campus,4.0,3200.0,away_daytime,0.0,0.28,0.0,3751.46534509144,1191.0448046790234,2560.4205404124173,333.49254531012673,,-3183.423736180642,-0.3224063978686322,C
