location,system_kw,annual_load_kwh,profile,salvage_value_gbp,tariffA_import,tariffA_export,annual_pv_kwh,annual_self_consumed_kwh,annual_exported_kwh,annual_savings_gbp,payback_year,npv,roi,tariff_mode
warwick_campus,4.0,3200.0,away_daytime,0.0,0.28,0.15,3751.46534509144,1191.0448046790234,2560.4205404124173,717.5556263719893,10.0,640.3811877166427,0.5928524036402515,A
