month,pv_kwh,load_kwh,self_consumed_kwh,exported_kwh,grid_import_kwh
2020-01,106.75346375710079,302.8688565536067,55.73748838213804,51.01597537496274,247.13136817146867
2020-02,185.9398373363136,279.6378950923697,77.51920550593852,108.42063183037506,202.11868958643123
2020-03,393.62186732023196,287.0341094103735,116.59608295393292,277.02578436629904,170.43802645644058
2020-04,605.2154536514075,261.99908477275665,134.5809469959854,470.6345066554222,127.41813777677122
2020-05,808.4232402246887,255.07864281897903,152.98953020588556,655.4337100188031,102.08911261309345
2020-06,610.0589501223408,235.0735205456035,140.75687977528213,469.30207034705865,94.31664077032134
2020-07,624.548145380796,238.6559137331247,142.01445051851854,482.5336948622774,96.64146321460615
2020-08,506.0481005487024,243.68742719126152,130.1234833286665,375.9246172200358,113.563943862595
2020-09,427.3436787172296,247.0124725379513,109.4093057718068,317.93437294542275,137.60316676614448
2020-10,189.8995250272356,271.6116990489241,83.29513797938456,106.60438704785102,188.31656106953955
2020-11,131.2033399620276,278.44648379705984,62.93454300076195,68.26879696126564,215.51194079629786
2020-12,85.6453791261792,298.89389449798904,49.95371821901413,35.69166090716506,248.9401762789749
