location,system_kw,annual_load_kwh,profile,tariffA_import,tariffA_export,tariffB_peak,tariffB_offpeak,tariffB_export,annual_pv_kwh,annual_self_consumed_kwh,annual_exported_kwh,annual_savings_tariffA_gbp,annual_savings_tariffB_gbp,payback_year_tariffA,payback_year_tariffB,npv_tariffA,npv_tariffB,roi_tariffA,roi_tariffB,tariff_mode,peak_start_utc,peak_end_utc
warwick_campus,5.0,3200.0,away_daytime,0.28,0.15,0.35,0.22,0.15,4451.822624699283,1240.360144987061,3211.4624797122215,829.0202125532103,785.2305401442579,8.0,9.0,4385.513478895885,3771.123746903504,2.036177794072102,1.8547586329719137,compare,16,19
