location,system_kw,annual_load_kwh,profile,tariffA_import,tariffA_export,tariffB_peak,tariffB_offpeak,tariffB_export,tariffC_export,annual_pv_kwh,annual_self_consumed_kwh,annual_exported_kwh,annual_savings_tariffA_gbp,annual_savings_tariffB_gbp,annual_savings_tariffC_gbp,payback_year_tariffA,payback_year_tariffB,payback_year_tariffC,npv_tariffA,npv_tariffB,npv_tariffC,roi_tariffA,roi_tariffB,roi_tariffC,tariff_mode,peak_start_utc,peak_end_utc
warwick_campus,4.0,3200.0,away_daytime,0.28,0.15,0.35,0.22,0.15,0.05,3752.449608150037,1188.2187634963143,2564.230844653722,717.3358804770264,674.5791709122502,460.91279601165434,10.0,10.0,16.0,1905.6769272385736,1375.3895806835762,-1122.7067658234923,1.0993291757924917,0.9576313772274974,0.2981869403447476,compare_all,16,19
