location,system_kw,annual_load_kwh,profile,tariffA_import,tariffA_export,tariffB_peak,tariffB_offpeak,tariffB_export,annual_pv_kwh,annual_self_consumed_kwh,annual_exported_kwh,annual_savings_tariffA_gbp,annual_savings_tariffB_gbp,payback_year_tariffA,payback_year_tariffB,npv_tariffA,npv_tariffB,roi_tariffA,roi_tariffB,tariff_mode,peak_start_utc,peak_end_utc
warwick_campus,4.0,3200.0,away_daytime,0.34,0.21,0.35,0.22,0.15,3752.449608150037,1188.2187634963143,2564.230844653722,942.4828569660286,674.5791709122502,7.0,10.0,2904.9717839210034,195.67841618204784,1.1358204557662248,0.4857922257029857,compare,16,19
