metric,p10,p50,p90,mean,std,cv,n_years
annual_pv_kwh,3748.3614701112383,3826.345847618818,3904.3302251263976,3826.345847618818,97.48047188447481,0.025476126771221713,2
annual_savings_tariffA_gbp,717.725912130638,730.2330775165744,742.7402429025108,730.2330775165744,15.633956732420472,0.021409543355101743,2
annual_savings_tariffB_gbp,674.0604773475238,686.2792329458349,698.497988544146,686.2792329458349,15.273444497888818,0.02225543738563671,2
annual_savings_tariffC_gbp,462.4833740533236,467.81480073450155,473.14622741567956,467.81480073450155,6.664283351472449,0.01424555901397105,2
