metric,p10,p50,p90,mean,std,cv,n_years
annual_pv_kwh,3444.8333581137585,3598.193558630433,3742.712811492661,3585.454214335539,104.61723509604509,0.029178237635209322,19
annual_savings_tariffA_gbp,670.128169157962,694.8278455953284,715.4683020825602,692.0840906781617,16.870716731120833,0.024376686241392283,19
annual_savings_tariffB_gbp,627.9190328138657,652.1356680836827,673.0133939181175,649.7459012648594,16.500856226373337,0.025395860434442363,19
annual_savings_tariffC_gbp,441.22632859703356,453.1244817680271,460.5214604623118,452.2047911890929,7.548439771131153,0.016692524975868102,19
