month,pv_kwh,load_kwh,self_consumed_kwh,exported_kwh,grid_import_kwh
2020-01,77.19896450103744,302.8688565536067,48.01950587186632,29.1794586291711,254.8493506817404
2020-02,149.26949048251103,279.6378950923697,69.23234755689097,80.03714292562006,210.40554753547877
2020-03,292.17073508612924,287.0341094103735,107.6947422322798,184.47599285384948,179.3393671780937
2020-04,451.8746513319648,261.99908477275665,129.6655832527833,322.20906807918146,132.3335015199733
2020-05,570.9119028067132,255.07864281897903,151.69848943400083,419.2134133727124,103.38015338497819
2020-06,416.14515706159966,235.0735205456035,132.10201942566883,284.0431376359308,102.97150111993464
2020-07,413.7137328897427,238.6559137331247,136.40465959694885,277.3090732927938,102.25125413617583
2020-08,358.52505508647357,243.68742719126152,122.11549951035755,236.40955557611602,121.57192768090395
2020-09,303.08379303410493,247.0124725379513,102.89106538155063,200.1927276525543,144.12140715640066
2020-10,142.22670908539584,271.6116990489241,75.50197816568392,66.72473091971189,196.1097208832402
2020-11,80.50599705731327,278.44648379705984,48.52314379664077,31.9828532606725,229.92334000041905
2020-12,56.73237912693983,298.89389449798904,40.373005324141054,16.359373802798768,258.520889173848
