metric,p10,p50,p90,mean,std,cv,n_years
annual_pv_kwh,4418.523513077105,4530.575635129582,4674.145491129071,4543.321684893415,112.36413905543135,0.024731715438297733,5
annual_savings_tariffA_gbp,823.3339688716568,840.3520861562504,862.7657485732101,842.5979241550962,17.340021675762245,0.020579236167890775,5
annual_savings_tariffB_gbp,780.2620877567634,797.3334415968363,818.9210602461742,799.1976058363038,16.994260779215118,0.021264153765115233,5
annual_savings_tariffC_gbp,504.98580364863165,510.9604771716096,519.6926801555718,512.1885798358192,6.519722987463122,0.012729145561099787,5
