year,annual_generation_kWh,self_consumption_kWh,export_kWh,import_kWh,annual_pv_kwh,annual_savings_tariffA_gbp,npv_tariffA_gbp,payback_tariffA_years,annual_savings_tariffB_gbp,npv_tariffB_gbp,payback_tariffB_years,annual_savings_tariffC_gbp,npv_tariffC_gbp,payback_tariffC_years
2019,4443.387141205385,1242.3216673112431,3201.065473894142,1957.6783326887569,4443.387141205385,828.0098879312694,1755.8156953157518,8.0,784.2972358807986,1303.710912905451,9.0,507.9033405418552,-1436.0142977553292,14.0
2020,4689.331681364301,1243.1313560203457,3446.200325343955,1956.8686439796538,4689.331681364301,865.0068284872902,2128.3620610378603,8.0,821.0345758379176,1673.308831213505,9.0,520.3867959528948,-1310.303037733458,14.0
2021,4401.947760991585,1230.188656537261,3171.7591044543237,1969.8113434627394,4401.947760991585,820.2166894985817,1676.2809837109012,9.0,777.5719890074067,1235.2217525049914,9.0,503.0407790531493,-1486.8550345942062,14.0
2022,4651.366205776225,1243.8399833512,3407.5262224250246,1956.1600166487995,4651.366205776225,859.4041287020898,2072.0539155817587,8.0,815.7507868585592,1620.2723404543794,9.0,518.6515064595873,-1327.584890021532,14.0
2023,4530.575635129582,1236.6595452831752,3293.916089846408,1963.3404547168243,4530.575635129582,840.3520861562504,1879.4149344313132,8.0,797.3334415968363,1434.5236437458889,9.0,510.9604771716096,-1406.4347977874113,14.0
