location,system_kw,annual_load_kwh,profile,tariffA_import,tariffA_export,tariffB_peak,tariffB_offpeak,tariffB_export,tariffC_export,salvage_value_gbp,annual_pv_kwh,annual_self_consumed_kwh,annual_exported_kwh,annual_savings_tariffA_gbp,annual_savings_tariffB_gbp,annual_savings_tariffC_gbp,payback_year_tariffA,payback_year_tariffB,payback_year_tariffC,npv_tariffA,npv_tariffB,npv_tariffC,roi_tariffA,roi_tariffB,roi_tariffC,tariff_mode,peak_start_utc,peak_end_utc
glasgow,4.0,3200.0,away_daytime,0.28,0.15,0.35,0.22,0.15,0.0,0.0,3137.360529197995,1108.7756503941769,2028.584878803818,614.7449139309423,577.0831956965743,310.45718211036956,12.0,12.0,,-399.12179934660935,-787.856329869895,-3424.5298021587823,0.3434572778575507,0.2499062843898229,-0.3805471065059076,compare_all,16,19
