location,system_kw,annual_load_kwh,profile,tariffA_import,tariffA_export,tariffB_peak,tariffB_offpeak,tariffB_export,tariffC_export,salvage_value_gbp,annual_pv_kwh,annual_self_consumed_kwh,annual_exported_kwh,annual_savings_tariffA_gbp,annual_savings_tariffB_gbp,annual_savings_tariffC_gbp,payback_year_tariffA,payback_year_tariffB,payback_year_tariffC,npv_tariffA,npv_tariffB,npv_tariffC,roi_tariffA,roi_tariffB,roi_tariffC,tariff_mode,peak_start_utc,peak_end_utc
warwick_campus,4.2,3200.0,away_daytime,0.28,0.15,0.35,0.22,0.15,0.05,0.0,3940.072088557539,1200.3005606522593,2739.77152790528,747.0498861684248,704.0547251628914,473.0727333778967,9.0,10.0,15.0,937.8379418588028,493.1085696842151,-1791.6063735476046,0.6641904662974698,0.557130629813807,0.01081452741816,compare,16,19
