month,load_kwh,grid_import_kwh,exported_kwh,baseline_bill_tariffA_gbp,bill_with_pv_tariffA_gbp,savings_tariffA_gbp,load_peak_kwh,load_offpeak_kwh,import_peak_kwh,import_offpeak_kwh,baseline_bill_tariffB_gbp,bill_with_pv_tariffB_gbp,savings_tariffB_gbp,baseline_bill_tariffC_gbp,bill_with_pv_tariffC_gbp,savings_tariffC_gbp,baseline_bill_gbp,bill_with_pv_gbp,savings_gbp
2023-01,312.1140247149177,253.08301859001145,52.91025055669041,87.39192692017697,62.926707621699656,24.465219298477315,55.704368440382275,256.40965627453545,55.33398387926447,197.74903471074697,75.9066533345316,54.935144410603336,20.971508923928262,87.39192692017697,68.21773267736869,19.174194242808284,,,
2023-02,277.04943990955434,204.70084371927751,94.58293882639718,77.57384317467522,43.128795417438134,34.445047757237084,49.4618962786909,227.58754363086342,41.36958559586997,163.33125812340757,67.38092329633177,36.22479092174458,31.156132374587195,77.57384317467522,52.58708930007785,24.98675387459737,,,
2023-03,292.2204608889732,187.35639643818817,179.28723801161166,81.8217290489125,25.56670530095094,56.25502374796156,52.26443409141688,239.95602679755632,34.25148417904384,153.10491225914433,71.08287782745829,18.778014457935345,52.30486336952295,81.8217290489125,43.495429102112105,38.3262999468004,,,
2023-04,263.9415654358973,134.2194504609503,322.27323205828253,73.90363832205125,-10.75953867967629,84.66317700172755,46.97142659836646,216.97013883753084,16.63350432415299,117.5859461367973,64.17342985368505,-16.65035014519342,80.82377999887848,73.90363832205125,21.46778452615196,52.43585379589929,,,
2023-05,251.8850014192075,103.80305411947566,486.08163437785555,70.5278003973781,-43.84739000322514,114.37519040060323,45.05408231499773,206.83091910420976,5.27639328819871,98.52666083127696,61.271731013175355,-49.38964212292784,110.6613731361032,70.5278003973781,4.760773434560409,65.7670269628177,,,
2023-06,229.33870095541403,90.5080545602848,531.1543878932725,64.21483626751593,-54.33090290711113,118.54573917462707,40.9943816206588,188.34431933475523,4.366929599092848,86.14112496119196,55.78378382087673,-59.193685332846144,114.97746915372286,64.21483626751593,-1.2154641177838812,65.43030038529982,,,
2023-07,231.75984541550312,93.24761057531263,375.6216266140894,64.89275671634088,-30.233913031025867,95.12666974736675,41.27355384983369,190.48629156566943,4.062325677597722,89.18528489771492,56.35272799188907,-35.30066732745692,91.65339531934599,64.89275671634088,7.32824963038307,57.564507085957814,,,
2023-08,236.68212697588956,107.90667555473121,376.74132280181266,66.27099555324908,-26.297329264947155,92.56832481819623,42.33317055419227,194.3489564216973,7.4337353876890235,100.47294016704218,57.5733801067407,-31.80534419783146,89.37872430457216,66.27099555324908,11.376803015234106,54.89419253801498,,,
2023-09,243.61426394397716,139.11967782942455,239.54703508467247,68.21199390431362,3.021454529538005,65.19053937477561,43.4519114250631,200.16235251891408,23.418081799205517,115.70159603021904,59.243886552933176,-2.281375506330754,61.52526205926393,68.21199390431362,26.976158038005252,41.23583586630836,,,
2023-10,271.871047123664,186.749226715958,131.49493371505645,76.12389319462594,32.565543423209775,43.55834977141616,48.521689400303835,223.34935772336019,41.54649771457761,145.2027290013804,66.11944998924558,26.761634523147382,39.3578154660982,76.12389319462594,45.715036794715424,30.408856399910512,,,
2023-11,282.4412719846385,223.04391714552375,61.363756135542815,79.08355615569879,53.24773338041524,25.835822775283546,50.4890920095437,231.95217997509482,50.24313194609719,172.80078519942654,68.70066179786116,46.39670550467643,22.303956293184726,79.08355615569879,59.38410899396952,19.699447161729267,,,
2023-12,307.08225123236326,264.5538754021141,14.751516652593219,85.98303034506172,71.86235761470297,14.120672730358748,54.6878329126472,252.39441831971607,54.6878329126472,209.86604248946688,74.66751354976405,63.09854336922026,11.568970180543793,85.98303034506172,73.33750927996229,12.64552106509943,,,
