month,pv_kwh,load_kwh,self_consumed_kwh,exported_kwh,grid_import_kwh
2022-01,97.6415701117608,312.4131143158774,57.20737192476378,40.434198186997016,255.2057423911136
2022-02,165.65760647150879,277.046671157078,74.00990648730576,91.64769998420303,203.03676466977225
2022-03,323.3222290156192,292.21588425127635,109.83968526243392,213.48254375318527,182.37619898884245
2022-04,457.87858811378,263.68348675024316,129.73272123875776,328.1458668750222,133.9507655114854
2022-05,523.2004363129024,252.13182073615926,140.19326458995505,383.0071717229473,111.9385561462042
2022-06,594.6556102269824,229.33588537885143,137.79375175049137,456.861858476491,91.54213362836005
2022-07,599.9159924915751,231.75976314400444,138.4820214900233,461.43397100155187,93.27774165398112
2022-08,508.6327597203064,236.68482229293429,127.54961855718449,381.08314116312187,109.13520373574978
2022-09,314.6759725194608,243.36817510894076,104.18256650455604,210.49340601490474,139.1856086043847
2022-10,232.286786321392,272.12828647764997,87.9808200230568,144.3059662983352,184.1474664545932
2022-11,106.1704267432032,282.4458804368819,58.236490956574066,47.93393578662912,224.20938948030783
2022-12,75.2307639256792,306.78620995010266,47.3047570219033,27.926006903775892,259.48145292819936
