month,pv_kwh,load_kwh,self_consumed_kwh,exported_kwh,grid_import_kwh
2018-01,86.0499570922232,311.8441432670816,52.593195986781815,33.45676110544137,259.25094728029984
2018-02,164.5888604142472,277.07802512571504,75.42675215044453,89.16210826380266,201.65127297527053
2018-03,227.5720104993248,292.5243984558041,103.05440483092141,124.51760566840338,189.46999362488268
2018-04,348.1693169547504,263.70079401609377,119.72797534400262,228.44134161074777,143.97281867209117
2018-05,588.379236317184,251.91319581806312,143.96749717364185,444.41173914354215,107.94569864442126
2018-06,618.5055134347951,229.58667881025204,140.1351908975752,478.37032253722,89.45148791267682
2018-07,599.5508191873432,231.55805590256077,140.6646324758152,458.88618671152796,90.89342342674554
2018-08,439.2430385793208,236.70163336348,124.28307448356249,314.95996409575827,112.41855887991751
2018-09,362.085085952148,243.88254805590364,107.40907845287288,254.6760074992751,136.47346960303076
2018-10,228.0607087990072,271.6398452012102,84.98217701190738,143.07853178709982,186.65766818930288
2018-11,110.6680850891288,282.4630169847235,59.20894408870312,51.45914100042567,223.25407289602035
2018-12,73.82891686954079,307.10766499911193,48.88611254174691,24.942804327793876,258.221552457365
