month,load_kwh,grid_import_kwh,exported_kwh,baseline_bill_tariffA_gbp,bill_with_pv_tariffA_gbp,savings_tariffA_gbp,load_peak_kwh,load_offpeak_kwh,import_peak_kwh,import_offpeak_kwh,baseline_bill_tariffB_gbp,bill_with_pv_tariffB_gbp,savings_tariffB_gbp,baseline_bill_tariffC_gbp,bill_with_pv_tariffC_gbp,savings_tariffC_gbp,baseline_bill_gbp,bill_with_pv_gbp,savings_gbp
2023-01,312.1140247149177,254.39400738694064,46.4113842362989,87.39192692017697,64.26861443289854,23.123312487278426,55.704368440382275,256.40965627453545,55.35982466259827,199.03418272434237,75.9066533345316,56.20175119581988,19.704902138711716,87.39192692017697,68.90975285652844,18.48217406364853,,,
2023-02,277.04943990955434,206.26728094914463,84.50298989231031,77.57384317467522,45.07939018191396,32.49445299276126,49.4618962786909,227.58754363086342,41.7347737113998,164.53250723774485,67.38092329633177,38.12887390744725,29.252049388884522,77.57384317467522,53.52968917114499,24.04415400353023,,,
2023-03,292.2204608889732,189.34364838725827,161.44998048656103,81.8217290489125,28.798724475448164,53.023004573464334,52.26443409141688,239.95602679755632,34.983287029385146,154.3603613578731,71.08287782745829,21.985932886032725,49.09694494142556,81.8217290489125,44.94372252410427,36.878006524808235,,,
2023-04,263.9415654358973,135.78634107880455,292.3055635807952,73.90363832205125,-5.825659035054002,79.72929735710525,46.97142659836646,216.97013883753084,17.448972922556905,118.33736815624763,64.17342985368505,-11.704473019849885,75.87790287353494,73.90363832205125,23.404897323025516,50.498740999025735,,,
2023-05,251.8850014192075,105.02535170608414,443.05996114974863,70.5278003973781,-37.05189569475874,107.57969609213684,45.05408231499773,206.83091910420976,5.902453055798709,99.12289865028542,61.271731013175355,-42.586097899869955,103.85782891304531,70.5278003973781,7.254100420216126,63.273699977161975,,,
2023-06,229.33870095541403,91.75194410288567,485.65513550877563,64.21483626751593,-47.15772597750835,111.37256224502428,40.9943816206588,188.34431933475523,4.725442982010939,87.02650112087474,55.78378382087673,-52.04853503602007,107.83231885689679,64.21483626751593,1.4077875733692053,62.80704869414673,,,
2023-07,231.75984541550312,94.68319673366591,341.1874084849348,64.89275671634088,-24.66681618731376,89.55957290365464,41.27355384983369,190.48629156566943,4.581207048324237,90.10198968534166,56.35272799188907,-29.752251075051568,86.10497906694064,64.89275671634088,9.451924661179717,55.44083205516117,,,
2023-08,236.68212697588956,109.20274111040395,342.7687762023944,66.27099555324908,-20.838548919446055,87.10954447269513,42.33317055419227,194.3489564216973,8.228713290299707,100.97402782010424,57.5733801067407,-26.320980658331333,83.89436076507204,66.27099555324908,13.438328700793388,52.83266685245569,,,
2023-09,243.61426394397716,140.59327824219997,217.0177316928508,68.21199390431362,6.813458153888384,61.39853575042523,43.4519114250631,200.16235251891408,24.04632675959238,116.5469514826076,59.243886552933176,1.5038839381033853,57.74000261482979,68.21199390431362,28.51523132317346,39.696762581140156,,,
2023-10,271.871047123664,188.4197017088832,118.05261190871917,76.12389319462594,35.04962469217942,41.074268502446515,48.521689400303835,223.34935772336019,41.90788723947441,146.5118144694088,66.11944998924558,29.1924679307781,36.92698205846748,76.12389319462594,46.85488588305134,29.269007311574597,,,
2023-11,282.4412719846385,224.5016187591441,54.39626396023358,79.08355615569879,54.70101365852532,24.382542497173468,50.4890920095437,231.95217997509482,50.260291950523694,174.2413268086204,68.70066179786116,47.764754486544746,20.935907311316413,79.08355615569879,60.140640054548676,18.94291610115011,,,
2023-12,307.08225123236326,266.2536140152621,12.454983697170801,85.98303034506172,72.68276436969778,13.300265975363942,54.6878329126472,252.39441831971607,54.6878329126472,211.56578110261486,74.66751354976405,63.81696580742617,10.85054774233788,85.98303034506172,73.92826273941486,12.054767605646859,,,
