location,system_kw,annual_load_kwh,profile,tariffA_import,tariffA_export,tariffB_peak,tariffB_offpeak,tariffB_export,tariffC_export,salvage_value_gbp,annual_pv_kwh,annual_self_consumed_kwh,annual_exported_kwh,annual_savings_tariffA_gbp,annual_savings_tariffB_gbp,annual_savings_tariffC_gbp,payback_year_tariffA,payback_year_tariffB,payback_year_tariffC,npv_tariffA,npv_tariffB,npv_tariffC,roi_tariffA,roi_tariffB,roi_tariffC,tariff_mode,peak_start_utc,peak_end_utc
london,4.0,3200.0,away_daytime,0.28,0.15,0.35,0.22,0.15,0.0,0.0,3726.644908632427,1205.448256576415,2521.196652056012,715.7050096497981,671.9047129546036,337.5255118413962,10.0,11.0,,621.5887013650317,168.97582895676624,-3143.153303071739,0.5883403855723551,0.4793978686441759,-0.3127639927075809,compare_all,16,19
