metric,p10,p50,p90,mean,std,cv,n_years
annual_pv_kwh,3232.724633839046,3279.5398849517087,3310.186050848617,3273.943757870088,38.74643438387623,0.01183478924790183,5
annual_savings_tariffA_gbp,631.2651174324196,638.6194676131877,643.8089947391469,637.9152568693901,6.15850707687414,0.009654114728494515,5
annual_savings_tariffB_gbp,591.6735897081883,599.8014263896694,604.0072578032094,598.4341496356716,6.232537130598947,0.01041474176297147,5
annual_savings_tariffC_gbp,420.5745173997171,423.5027751721948,426.0835335864807,423.46218353536335,2.591993646052513,0.006120956597381866,5
