location,system_kw,annual_load_kwh,profile,tariffA_import,tariffA_export,tariffB_peak,tariffB_offpeak,tariffB_export,annual_pv_kwh,annual_self_consumed_kwh,annual_exported_kwh,annual_savings_tariffA_gbp,annual_savings_tariffB_gbp,payback_year_tariffA,payback_year_tariffB,npv_tariffA,npv_tariffB,roi_tariffA,roi_tariffB,tariff_mode,peak_start_utc,peak_end_utc
warwick_campus,4.9,3200.0,away_daytime,0.28,0.15,0.35,0.22,0.15,4362.786172205297,1235.860012182241,3126.9261600230557,815.0797274144859,771.3733969131908,9.0,10.0,-793.9028995974078,-1135.5969182719605,1.7326631297399997,1.5655300099926848,compare,16,19
