location,system_kw,annual_load_kwh,profile,tariffA_import,tariffA_export,tariffB_peak,tariffB_offpeak,tariffB_export,annual_pv_kwh,annual_self_consumed_kwh,annual_exported_kwh,annual_savings_tariffA_gbp,annual_savings_tariffB_gbp,payback_year_tariffA,payback_year_tariffB,npv_tariffA,npv_tariffB,roi_tariffA,roi_tariffB,tariff_mode,peak_start_utc,peak_end_utc
london,4.4,3200.0,away_daytime,0.29,0.15,0.35,0.22,0.15,4113.736863433343,1227.001252998392,2886.7356104349515,788.8407049347763,732.3595729518024,9.0,10.0,3849.140508647756,3057.6657558659294,1.879848475447624,1.6462156748455776,compare,16,19
