metric,p10,p50,p90,mean,std,cv,n_years
annual_pv_kwh,3534.818810461684,3624.460508103666,3739.316392903256,3634.6573479147323,89.89131124434483,0.024731715438297667,5
annual_savings_tariffA_gbp,683.6696330283849,697.3525080728095,715.7962440558263,699.3511146828388,14.136335068190606,0.02021350187537993,5
annual_savings_tariffB_gbp,641.7195775382256,655.5461883921691,672.9587548523109,657.0426409283406,13.73337061808424,0.0209017950473964,5
annual_savings_tariffC_gbp,448.22376079693356,453.1244817680271,461.0175163965297,454.4642356572338,5.7122349241274994,0.012569162710607184,5
