location,system_kw,annual_load_kwh,profile,salvage_value_gbp,tariffB_peak,tariffB_offpeak,tariffB_export,annual_pv_kwh,annual_self_consumed_kwh,annual_exported_kwh,annual_savings_gbp,payback_year,npv,roi,tariff_mode,peak_start_utc,peak_end_utc
warwick_campus,4.0,3200.0,away_daytime,0.0,0.35,0.22,0.15,3752.449608150037,1188.2187634963143,2564.230844653722,674.5791709122502,10.0,195.67841618204784,0.4857922257029857,B,16,19
