month,load_kwh,grid_import_kwh,exported_kwh,baseline_bill_tariffA_gbp,bill_with_pv_tariffA_gbp,savings_tariffA_gbp,load_peak_kwh,load_offpeak_kwh,import_peak_kwh,import_offpeak_kwh,baseline_bill_tariffB_gbp,bill_with_pv_tariffB_gbp,savings_tariffB_gbp,baseline_bill_tariffC_gbp,bill_with_pv_tariffC_gbp,savings_tariffC_gbp,baseline_bill_gbp,bill_with_pv_gbp,savings_gbp
2015-01,312.14321876891137,251.47252009353815,45.44591487795399,87.4001012552952,63.595418394497585,23.804682860797612,55.709569376436335,256.43364939247505,55.451117827381935,196.02140226615623,75.91375214809722,55.715712506444945,20.198039641652272,87.4001012552952,70.41230562619069,16.98779562910451,,,
2015-02,277.07633356299186,204.4132749240602,72.03106122606034,77.58137339763773,46.43105779482781,31.150315602809926,49.46629672840454,227.6100368345873,42.84605010190667,161.56722482215352,67.3874119585508,39.73624781263205,27.65116414591875,77.58137339763773,57.23571697873686,20.345656418900873,,,
2015-03,292.52320495717817,182.4848027288711,188.39108145292812,81.9064973880099,22.837082546144693,59.0694148418652,52.208111464913806,240.31509349226437,33.49462860972127,148.99017411914983,71.14215958101799,16.24229610167619,54.8998634793418,81.9064973880099,51.09574476408391,30.810752623925985,,,
2015-04,263.4453631212835,133.90541034266815,337.3789396397518,73.76470167395938,-13.113326050015687,86.87802772397507,47.09156559641936,216.35379752486415,17.522637644156813,116.38277269851132,64.07988341421688,-18.869707776835398,82.94959119105228,73.76470167395938,37.49351489594709,36.27118677801229,,,
2015-05,252.3958519655494,112.21727062779236,386.1249932943429,70.67083855035384,-26.497913218369572,97.16875176872341,44.95000218784827,207.44584977770114,9.733156198008158,102.4841144297842,61.37058771684114,-31.965639150296056,93.3362268671372,70.67083855035384,31.420835775781864,39.25000277457197,,,
2015-06,229.35195662839865,90.0994870321815,436.6456896667508,64.21854785595163,-40.2689970810018,104.48754493695343,41.000030442686544,188.35192618571213,3.5812097325220202,86.51827729965947,55.78743441579696,-45.20940903770483,100.99684345350178,64.21854785595163,25.227856369010823,38.990691486940804,,,
2015-07,231.3346141299157,94.72266810516356,369.7574743534494,64.77369195637641,-28.941274083571614,93.71496603994802,41.37672059485835,189.95789353505737,4.5322304682778904,90.19043763688568,56.272588785913044,-34.035444209005306,90.30803299491835,64.77369195637641,26.5223470694458,38.25134488693061,,,
2015-08,237.15962353248773,117.80900575994255,275.0362299610484,66.40469458909656,-8.268912881373339,74.6736074704699,42.23593237608624,194.9236911564015,12.747453327963779,105.06155243197877,57.665788386038514,-13.680284294334605,71.34607268037311,66.40469458909656,32.98652161278392,33.41817297631265,,,
2015-09,243.40014100367145,136.4840642879819,234.74873673206963,68.15203948102801,3.003227490824493,65.14881199020351,43.50861500117343,199.89152600249804,24.278852021320155,112.20521226666175,59.20415097096027,-2.029565603682805,61.233716574643076,68.15203948102801,38.215538000634936,29.936501480393076,,,
2015-10,271.89508457609253,187.5291198798958,118.44116957631203,76.13062368130592,34.74197812992402,41.3886455513819,48.526529138283784,223.36855543780877,42.54015821696042,144.98896166293537,66.12536739471726,29.02045150533512,37.10491588938214,76.13062368130592,52.50815356637083,23.62247011493509,,,
2015-11,282.7533273130294,224.31830835489288,35.72887332606028,79.17093164764823,57.449795340460966,21.721136307187265,50.43033118422085,232.32299612880854,50.340835332415246,173.97747302247762,68.76167506281517,50.53500543238137,18.226669630433804,79.17093164764823,62.80912633937001,16.36180530827822,,,
2015-12,306.5212804404903,259.09581128659704,21.46648794928439,85.82595852333728,69.32685396785452,16.49910455548276,54.82398208056349,251.69729835992678,54.82398208056349,204.27182920603354,74.56179936738111,60.90822296113194,13.653576406249172,85.82595852333728,72.54682716024718,13.279131363090102,,,
