month,pv_kwh,load_kwh,self_consumed_kwh,exported_kwh,grid_import_kwh
2019-01,69.0999642913704,311.8442758861842,48.20711200065042,20.892852290719972,263.6371638855338
2019-02,162.767965035092,277.0806173779981,70.99283465231272,91.77513038277927,206.0877827256854
2019-03,248.42625738081279,292.80160028079484,102.77117556131408,145.6550818194987,190.03042471948078
2019-04,458.14634889664717,263.4346859415757,128.45538400011984,329.69096489652736,134.9793019414559
2019-05,485.0383788156168,251.91787582017975,139.73193257873197,345.3064462368848,112.18594324144779
2019-06,446.8385951380928,229.81347882494504,130.13128853746593,316.70730660062685,99.68219028747909
2019-07,452.7514178056552,231.33450789806614,131.73533428822165,321.0160835174335,99.59917360984447
2019-08,392.9038365123232,236.93248314956088,123.5577371131548,269.3460993991684,113.37474603640607
2019-09,273.8723591509912,243.64341908685145,100.06554691708692,173.80681223390425,143.57787216976453
2019-10,170.59515475654638,271.6344970725627,79.92174550581457,90.67340925073181,191.7127515667481
2019-11,77.2253626236208,282.7469682367524,50.91028139548118,26.315081228139608,231.83668684127124
2019-12,60.139304847122396,306.8155904245287,43.13642640780629,17.002878439316103,263.6791640167224
