metric,p10,p50,p90,mean,std,cv,n_years
annual_pv_kwh,3482.8301703590896,3624.460508103666,3749.2890768865946,3614.5381448057337,108.8009570613172,0.030100929275755313,11
annual_savings_tariffA_gbp,675.8290055334563,697.3525080728095,717.5556263719893,696.4785567171488,17.425920630507758,0.025020038969533854,11
annual_savings_tariffB_gbp,632.8433705795737,655.5461883921691,674.6086933657452,653.9871149776426,17.248377043329576,0.026374184824603516,11
annual_savings_tariffC_gbp,445.5494346356958,453.1244817680271,461.5135723307476,453.7153845414128,7.627600661275019,0.016811421699937556,11
