timestamp,P,poa_direct,poa_sky_diffuse,poa_ground_diffuse,solar_elevation,temp_air,wind_speed,Int
2020-01-01 00:11:00+00:00,0.0,0.0,0.0,0.0,0.0,6.26,2.69,0
2020-01-01 01:11:00+00:00,0.0,0.0,0.0,0.0,0.0,6.01,2.41,0
2020-01-01 02:11:00+00:00,0.0,0.0,0.0,0.0,0.0,5.76,2.28,0
2020-01-01 03:11:00+00:00,0.0,0.0,0.0,0.0,0.0,5.4,2.34,0
2020-01-01 04:11:00+00:00,0.0,0.0,0.0,0.0,0.0,5.05,1.93,0
2020-01-01 05:11:00+00:00,0.0,0.0,0.0,0.0,0.0,4.72,1.93,0
2020-01-01 06:11:00+00:00,0.0,0.0,0.0,0.0,0.0,4.47,1.52,0
2020-01-01 07:11:00+00:00,0.0,0.0,0.0,0.0,0.0,4.43,1.72,0
2020-01-01 08:11:00+00:00,0.0,0.0,0.0,0.0,0.0,4.23,1.59,0
2020-01-01 09:11:00+00:00,40.3,0.0,20.0,0.0,5.17,4.2,1.66,0
2020-01-01 10:11:00+00:00,106.3,0.0,38.0,0.0,10.29,4.2,2.0,0
2020-01-01 11:11:00+00:00,166.25,0.0,53.0,0.0,13.53,4.44,2.21,0
2020-01-01 12:11:00+00:00,350.9,4.0,93.0,0.0,14.61,4.71,2.55,0
2020-01-01 13:11:00+00:00,307.3,3.0,84.0,0.0,13.42,4.95,2.48,0
2020-01-01 14:11:00+00:00,133.35,0.0,45.0,0.0,10.09,5.14,2.41,0
2020-01-01 15:11:00+00:00,36.7,0.0,19.0,0.0,4.89,5.41,2.48,0
2020-01-01 16:11:00+00:00,0.0,0.0,0.0,0.0,0.0,5.4,1.66,0
2020-01-01 17:11:00+00:00,0.0,0.0,0.0,0.0,0.0,5.53,1.66,0
2020-01-01 18:11:00+00:00,0.0,0.0,0.0,0.0,0.0,5.71,2.0,0
2020-01-01 19:11:00+00:00,0.0,0.0,0.0,0.0,0.0,6.07,2.62,0
2020-01-01 20:11:00+00:00,0.0,0.0,0.0,0.0,0.0,6.24,2.9,0
