year,annual_generation_kWh,self_consumption_kWh,export_kWh,import_kWh,annual_pv_kwh,annual_savings_tariffA_gbp,npv_tariffA_gbp,payback_tariffA_years,annual_savings_tariffB_gbp,npv_tariffB_gbp,payback_tariffB_years,annual_savings_tariffC_gbp,npv_tariffC_gbp,payback_tariffC_years
2022,3327.373658130391,1131.799774606176,2195.573883524215,2068.2002253938235,3327.373658130391,646.2400194183616,-81.04078860051231,11.0,606.406374750047,-492.3931217020481,12.0,426.68263106594014,-2265.405872936064,
2023,3284.404639925956,1134.6289363956244,2149.775703530331,2065.371063604375,3284.404639925956,640.1624577203247,-142.1232064644696,11.0,600.408582382953,-552.5849560028346,12.0,425.1848873672916,-2280.2827357301258,
