metric,p10,p50,p90,mean,std,cv,n_years
annual_pv_kwh,3288.7015417463995,3305.8891490281735,3323.0767563099475,3305.8891490281735,21.484509102217544,0.006498859500032936,2
annual_savings_tariffA_gbp,640.7702138901284,643.2012385693431,645.6322632485579,643.2012385693431,3.038780849018451,0.004724463615427012,2
annual_savings_tariffB_gbp,601.0083616196624,603.4074785665,605.8065955133376,603.4074785665,2.9988961835470036,0.004969935392036251,2
annual_savings_tariffC_gbp,425.33466173715647,425.93375921661584,426.53285669607527,425.93375921661584,0.7488718493242743,0.0017581885284266064,2
