location,system_kw,annual_load_kwh,profile,tariffA_import,tariffA_export,tariffB_peak,tariffB_offpeak,tariffB_export,tariffC_export,salvage_value_gbp,annual_pv_kwh,annual_self_consumed_kwh,annual_exported_kwh,annual_savings_tariffA_gbp,annual_savings_tariffB_gbp,annual_savings_tariffC_gbp,payback_year_tariffA,payback_year_tariffB,payback_year_tariffC,npv_tariffA,npv_tariffB,npv_tariffC,roi_tariffA,roi_tariffB,roi_tariffC
london,0.1,100.0,away_daytime,0.0,0.0,0.0,0.0,0.0,0.05,-200000.0,94.65930876,34.98816529407886,59.67114346592089,0.0,0.0,2.983557173296045,,,,-200500.0,-200500.0,-200497.01644282672,-401.0,-401.0,-400.99403288565344
