month,pv_kwh,load_kwh,self_consumed_kwh,exported_kwh,grid_import_kwh
2023-01,68.205806423992,312.1140247149178,46.46650192620836,21.739304497783642,265.6475227887094
2023-02,99.2711227432272,277.04943990955434,60.3738962912477,38.89722645197949,216.67554361830665
2023-03,253.96106073312,292.2204608889732,102.73485162341736,151.22620910970264,189.48560926555587
2023-04,367.2562217969616,263.9415654358973,128.88307885377165,238.37314294318995,135.05848658212568
2023-05,505.1030153414352,251.88500141920753,144.39959497445267,360.7034203669825,107.48540644475483
2023-06,555.264537530196,229.33870095541405,141.1428339786321,414.1217035515639,88.19586697678194
2023-07,486.772049875896,231.75984541550315,136.7773761642258,349.99467371167015,94.98246925127732
2023-08,412.9393795132728,236.6821269758896,126.79703052924478,286.142348984028,109.8850964466448
2023-09,283.5232919344096,243.6142639439772,100.58430444833489,182.9389874860747,143.02995949564232
2023-10,145.1249559627024,271.871047123664,71.79991517032887,73.32504079237353,200.07113195333517
2023-11,72.27848062318479,282.44127198463855,45.866170153952915,26.41231046923188,236.5751018306856
2023-12,34.7047174475584,307.08225123236326,28.803382281807295,5.901335165751102,278.278868950556
