month,pv_kwh,load_kwh,self_consumed_kwh,exported_kwh,grid_import_kwh
2022-01,98.63552699947199,312.4131143158774,57.78569732027071,40.849829679201285,254.6274169956067
2022-02,160.4244348763368,277.046671157078,73.59315721915837,86.83127765717842,203.45351393791964
2022-03,325.6735214319312,292.2158842512764,109.26257265134247,216.4109487805887,182.95331159993393
2022-04,443.9662562383408,263.68348675024316,128.53231239442985,315.4339438439109,135.15117435581334
2022-05,494.87133005145597,252.13182073615928,138.78464892982322,356.08668112163275,113.34717180633606
2022-06,582.3852790039551,229.33588537885143,136.03421620551055,446.3510627984447,93.30166917334091
2022-07,591.8203520873071,231.75976314400444,139.56188096647296,452.25847112083426,92.1978821775315
2022-08,501.1864513420256,236.6848222929343,125.6849271245632,375.50152421746236,110.9998951683711
2022-09,306.0988153654288,243.36817510894076,104.95935973502537,201.13945563040343,138.4088153739154
2022-10,231.5543084668448,272.12828647765,88.06574939841643,143.48855906842837,184.06253707923358
2022-11,105.07636149157679,282.4458804368819,58.22218329581209,46.85417819576471,224.22369714106983
2022-12,82.1336821486176,306.78620995010266,49.46011263225823,32.67356951635937,257.3260973178444
