location,system_kw,annual_load_kwh,profile,tariffA_import,tariffA_export,tariffB_peak,tariffB_offpeak,tariffB_export,annual_pv_kwh,annual_self_consumed_kwh,annual_exported_kwh,annual_savings_tariffA_gbp,annual_savings_tariffB_gbp,payback_year_tariffA,payback_year_tariffB,npv_tariffA,npv_tariffB,roi_tariffA,roi_tariffB
manchester,4.0,3200.0,away_daytime,0.28,0.15,0.35,0.22,0.15,3297.8049452538908,1149.6167989581604,2148.188146295731,644.1209256526447,602.8863227789658,11.0,12.0,-102.22319685336561,-528.1213535184615,0.4146806873050579,0.312176421060753
