location,system_kw,annual_load_kwh,profile,tariffA_import,tariffA_export,tariffB_peak,tariffB_offpeak,tariffB_export,tariffC_export,salvage_value_gbp,annual_pv_kwh,annual_self_consumed_kwh,annual_exported_kwh,annual_savings_tariffA_gbp,annual_savings_tariffB_gbp,annual_savings_tariffC_gbp,payback_year_tariffA,payback_year_tariffB,payback_year_tariffC,npv_tariffA,npv_tariffB,npv_tariffC,roi_tariffA,roi_tariffB,roi_tariffC
edinburgh,4.0,3200.0,away_daytime,0.28,0.15,0.35,0.22,0.15,0.05,0.0,3271.5786498319276,1127.6971857564706,2143.881464075457,637.3374316231304,598.2951454261256,422.9492852155847,11.0,12.0,,-170.608333262403,-573.9427309754024,-2302.8622453506377,0.39828286388697376,0.30120572835483633,-0.11200899096395286
