month,pv_kwh
2020-01,75.12268698259103
2020-02,152.12741421321024
2020-03,305.5183033285248
2020-04,465.15334030180315
2020-05,612.502713917785
2020-06,478.23787711364827
2020-07,456.34145695136635
2020-08,381.4243437032592
2020-09,330.38300486588736
2020-10,145.69584957282817
2020-11,95.6354865316003
2020-12,63.315622276921914
