month,pv_kwh,load_kwh,self_consumed_kwh,exported_kwh,grid_import_kwh
2019-01,337.48097016672,303.78740956057163,91.16120404185016,246.31976612486983,212.6262055187215
2019-02,316.11172948177824,270.7610090517176,86.66706696486014,229.4446625169181,184.0939420868575
2019-03,381.9176288949993,288.65807775658834,95.55070163018183,286.3669272648175,193.10737612640654
2019-04,453.28121171711325,263.32185275670315,99.35562399967432,353.92558771743893,163.96622875702883
2019-05,421.75193738136574,255.8472763856556,96.78146101404111,324.97047636732464,159.06581537161446
2019-06,471.9183183510192,236.52993582539975,95.99283325042221,375.925485100597,140.53710257497755
2019-07,512.4438841861823,239.38092101827877,97.42996655063081,415.0139176355516,141.95095446764796
2019-08,464.02974457634974,243.9114565722857,92.5533245785618,371.47641999778796,151.35813199372387
2019-09,510.24880000525724,247.54141273998144,92.15127533129214,418.0975246739651,155.3901374086893
2019-10,466.20949016682715,271.62024869097564,91.38458852877224,374.82490163805494,180.23566016220337
2019-11,432.2913761534976,278.82360809617444,88.51423612170062,343.77714003179693,190.3093719744738
2019-12,355.0662926941603,299.816791545668,87.78775344995687,267.27853924420344,212.02903809571114
