location,system_kw,annual_load_kwh,profile,tariffA_import,tariffA_export,tariffB_peak,tariffB_offpeak,tariffB_export,tariffC_export,salvage_value_gbp,annual_pv_kwh,annual_self_consumed_kwh,annual_exported_kwh,annual_savings_tariffA_gbp,annual_savings_tariffB_gbp,annual_savings_tariffC_gbp,payback_year_tariffA,payback_year_tariffB,payback_year_tariffC,npv_tariffA,npv_tariffB,npv_tariffC,roi_tariffA,roi_tariffB,roi_tariffC
edinburgh_2019,4.0,3200.0,away_daytime,0.28,0.15,0.35,0.22,0.15,0.05,0.0,3206.821956510458,1124.5662653490542,2082.255691161404,627.2169079719457,587.2592192295633,418.99133885580534,11.0,12.0,,-273.29346291322827,-685.9022369251202,-2344.090378482246,0.3736336889743759,0.2743309504208375,-0.12194444554026639
